Real_Goal,Results,BACC,Precision,Recall
11,8/,0.475,0.0,0.0
12,0/3/8/,0.425,0.0,0.0
13,13/15/,0.975,0.5,1.0
14,14/,1.0,1.0,1.0
15,7/14/,0.45,0.0,0.0
16,7/,0.475,0.0,0.0
17,3/,0.475,0.0,0.0
18,3/,0.475,0.0,0.0
19,1/6/7/8/15/16/17/,0.325,0.0,0.0
20,8/9/10/,0.425,0.0,0.0
0,0/2/,0.975,0.5,1.0
1,1/7/10/,0.95,0.3333333333333333,1.0
2,0/2/17/,0.95,0.3333333333333333,1.0
3,1/6/7/8/16/17/,0.35,0.0,0.0
4,3/13/,0.45,0.0,0.0
5,4/5/15/,0.95,0.3333333333333333,1.0
6,10/14/,0.45,0.0,0.0
7,1/3/5/6/8/12/14/,0.325,0.0,0.0
8,1/7/8/,0.95,0.3333333333333333,1.0
9,8/11/,0.45,0.0,0.0
10,7/14/,0.45,0.0,0.0
11,1/7/8/,0.425,0.0,0.0
12,10/,0.475,0.0,0.0
13,7/14/,0.45,0.0,0.0
14,14/16/,0.975,0.5,1.0
15,15/,1.0,1.0,1.0
16,16/,1.0,1.0,1.0
17,12/17/,0.975,0.5,1.0
18,1/3/,0.45,0.0,0.0
19,6/8/15/,0.425,0.0,0.0
20,6/,0.475,0.0,0.0
0,0/2/,0.975,0.5,1.0
1,6/8/15/,0.425,0.0,0.0
2,0/2/17/,0.95,0.3333333333333333,1.0
3,3/13/15/,0.95,0.3333333333333333,1.0
4,0/1/2/4/7/13/,0.875,0.16666666666666666,1.0
5,12/14/16/17/,0.4,0.0,0.0
6,1/7/11/,0.425,0.0,0.0
7,1/4/7/15/,0.925,0.25,1.0
8,8/,1.0,1.0,1.0
9,0/1/2/4/5/7/13/,0.325,0.0,0.0
10,0/10/14/,0.95,0.3333333333333333,1.0
11,6/14/,0.45,0.0,0.0
12,5/10/13/15/,0.4,0.0,0.0
13,6/,0.475,0.0,0.0
14,6/8/11/14/15/,0.9,0.2,1.0
15,15/,1.0,1.0,1.0
16,4/13/,0.45,0.0,0.0
17,12/16/,0.45,0.0,0.0
18,0/1/2/4/,0.4,0.0,0.0
19,0/2/,0.45,0.0,0.0
20,7/8/10/11/19/,0.375,0.0,0.0
