Real_Goal,Results,BACC,Precision,Recall
20,2/3/4/6/7/13/18/19/,0.3,0.0,0.0
0,0/2/16/17/19/,0.9,0.2,1.0
1,1/6/7/11/,0.925,0.25,1.0
2,6/7/17/,0.425,0.0,0.0
3,3/18/,0.975,0.5,1.0
4,3/13/18/,0.425,0.0,0.0
5,7/8/11/,0.425,0.0,0.0
6,1/6/7/8/11/,0.9,0.2,1.0
7,2/3/4/6/7/13/18/19/,0.825,0.125,1.0
8,1/6/8/9/11/14/15/20/,0.825,0.125,1.0
9,8/9/20/,0.95,0.3333333333333333,1.0
10,10/15/,0.975,0.5,1.0
11,7/,0.475,0.0,0.0
12,12/17/,0.975,0.5,1.0
13,7/14/,0.45,0.0,0.0
14,1/7/10/,0.425,0.0,0.0
15,13/15/,0.975,0.5,1.0
16,16/,1.0,1.0,1.0
17,8/,0.475,0.0,0.0
18,3/18/,0.975,0.5,1.0
19,6/7/10/17/,0.4,0.0,0.0
20,5/6/12/17/,0.4,0.0,0.0
0,0/2/17/19/,0.925,0.25,1.0
1,15/,0.475,0.0,0.0
2,2/19/,0.975,0.5,1.0
3,16/,0.475,0.0,0.0
4,3/13/18/,0.425,0.0,0.0
5,2/4/5/7/8/12/17/19/,0.825,0.125,1.0
6,0/,0.475,0.0,0.0
7,1/6/7/8/16/,0.9,0.2,1.0
8,1/6/7/8/11/,0.9,0.2,1.0
9,10/,0.475,0.0,0.0
10,1/,0.475,0.0,0.0
11,3/7/8/18/,0.4,0.0,0.0
12,1/3/6/8/18/,0.375,0.0,0.0
13,5/6/7/8/12/13/17/,0.85,0.14285714285714285,1.0
14,10/15/,0.45,0.0,0.0
15,14/,0.475,0.0,0.0
16,0/2/4/7/19/,0.375,0.0,0.0
17,3/6/8/11/18/,0.375,0.0,0.0
18,4/6/7/17/,0.4,0.0,0.0
19,1/6/7/10/17/,0.375,0.0,0.0
20,2/5/12/17/19/,0.375,0.0,0.0
0,1/6/7/8/,0.4,0.0,0.0
1,15/,0.475,0.0,0.0
2,2/19/,0.975,0.5,1.0
3,6/8/15/16/17/,0.375,0.0,0.0
4,15/,0.475,0.0,0.0
5,12/,0.475,0.0,0.0
6,1/6/7/11/,0.925,0.25,1.0
7,1/6/7/8/15/,0.9,0.2,1.0
8,10/13/,0.45,0.0,0.0
9,14/,0.475,0.0,0.0
10,9/20/,0.45,0.0,0.0
11,1/6/8/,0.425,0.0,0.0
12,3/6/11/18/,0.4,0.0,0.0
13,13/15/,0.975,0.5,1.0
14,0/7/,0.45,0.0,0.0
15,15/,1.0,1.0,1.0
16,12/16/17/,0.95,0.3333333333333333,1.0
17,17/,1.0,1.0,1.0
18,4/,0.475,0.0,0.0
19,1/6/7/8/16/,0.375,0.0,0.0
20,9/10/20/,0.95,0.3333333333333333,1.0
0,0/2/19/,0.95,0.3333333333333333,1.0
1,6/8/15/,0.425,0.0,0.0
2,1/7/8/10/14/,0.375,0.0,0.0
3,4/,0.475,0.0,0.0
4,1/2/3/4/7/13/18/19/,0.825,0.125,1.0
5,3/4/5/9/14/18/20/,0.85,0.14285714285714285,1.0
6,1/7/,0.45,0.0,0.0
7,1/8/15/,0.425,0.0,0.0
8,11/15/,0.45,0.0,0.0
9,6/8/13/,0.425,0.0,0.0
10,9/10/20/,0.95,0.3333333333333333,1.0
11,7/11/,0.975,0.5,1.0
12,16/,0.475,0.0,0.0
13,3/18/,0.45,0.0,0.0
14,14/16/,0.975,0.5,1.0
15,13/,0.475,0.0,0.0
16,6/13/,0.45,0.0,0.0
17,12/16/,0.45,0.0,0.0
18,0/,0.475,0.0,0.0
19,0/2/19/,0.95,0.3333333333333333,1.0
20,18/,0.475,0.0,0.0
